timestamp,symbol,cash,position,equity
2026-04-15T19:01:59.355Z,EURUSD,88114.61,-4,99703.88
2026-04-15T19:01:59.367Z,EURUSD,88114.61,-4,99703.88
2026-04-15T19:02:00.350Z,XAUUSD,88117.55,0,99706.82
2026-04-15T19:02:00.378Z,XAUUSD,88117.55,0,99706.82
2026-04-15T19:02:04.123Z,EURUSD,88114.61,-4,99703.88
2026-04-15T19:02:05.137Z,XAUUSD,88111.66,0,99700.93
2026-04-15T19:02:06.342Z,EURUSD,88114.61,-4,99703.88
2026-04-15T19:02:06.362Z,EURUSD,88114.61,-4,99703.88
2026-04-15T19:02:07.346Z,XAUUSD,88114.61,0,99703.88
2026-04-15T19:02:07.356Z,XAUUSD,88114.61,0,99703.88
2026-04-15T19:02:11.872Z,EURUSD,88114.61,-4,99703.88
2026-04-15T19:02:13.362Z,EURUSD,88111.66,-4,99700.93
2026-04-15T19:02:13.363Z,EURUSD,88111.66,-4,99700.93
2026-04-15T19:02:13.386Z,XAUUSD,88111.66,0,99700.93
2026-04-15T19:02:14.394Z,XAUUSD,88111.66,0,99700.93
2026-04-15T19:02:14.397Z,XAUUSD,88111.66,0,99700.93
2026-04-15T19:02:19.374Z,EURUSD,88108.71,-4,99697.98
2026-04-15T19:02:20.359Z,XAUUSD,88108.71,0,99697.98
2026-04-15T19:02:20.361Z,EURUSD,88108.71,-4,99697.98
2026-04-15T19:02:21.120Z,EURUSD,88111.66,-4,99700.93
2026-04-15T19:02:21.380Z,XAUUSD,88111.66,0,99700.93
2026-04-15T19:02:22.381Z,XAUUSD,88111.66,0,99700.93
2026-04-15T19:02:26.881Z,EURUSD,88111.66,-4,99700.93
2026-04-15T19:02:28.212Z,XAUUSD,88114.61,0,99703.88
2026-04-15T19:02:28.342Z,EURUSD,88114.61,-4,99703.88
2026-04-15T19:02:29.369Z,XAUUSD,88108.71,0,99697.98
2026-04-15T19:02:29.898Z,EURUSD,88108.71,-4,99697.98
2026-04-15T19:02:31.357Z,XAUUSD,88102.83,0,99692.1
2026-04-15T19:02:34.365Z,EURUSD,88108.71,-4,99697.98
2026-04-15T19:02:35.374Z,EURUSD,88102.83,-4,99692.1
2026-04-15T19:02:35.386Z,XAUUSD,88102.83,0,99692.1
2026-04-15T19:02:36.341Z,XAUUSD,88105.78,0,99695.05
2026-04-15T19:02:37.376Z,EURUSD,88105.76,-4,99695.03
2026-04-15T19:02:38.378Z,XAUUSD,88105.77,0,99695.04
2026-04-15T19:02:42.118Z,EURUSD,88096.92,-4,99686.19
2026-04-15T19:02:42.388Z,EURUSD,88096.92,-4,99686.19
2026-04-15T19:02:43.107Z,XAUUSD,88093.97,0,99683.24
2026-04-15T19:02:43.367Z,XAUUSD,88093.97,0,99683.24
2026-04-15T19:02:44.362Z,EURUSD,88093.97,-4,99683.24
2026-04-15T19:02:45.367Z,XAUUSD,88093.97,0,99683.24
2026-04-15T19:02:49.132Z,EURUSD,88085.15,-4,99674.42
2026-04-15T19:02:49.889Z,EURUSD,88088.1,-4,99677.37
2026-04-15T19:02:50.153Z,XAUUSD,88088.1,0,99677.37
2026-04-15T19:02:51.100Z,XAUUSD,88088.1,0,99677.37
2026-04-15T19:02:51.608Z,EURUSD,88088.1,-4,99677.37
2026-04-15T19:02:52.614Z,XAUUSD,88082.19,0,99671.46
2026-04-15T19:02:57.890Z,EURUSD,88085.14,-4,99674.41
2026-04-15T19:02:59.098Z,XAUUSD,88091.02,0,99680.29
2026-04-15T19:02:59.355Z,EURUSD,88091.02,-4,99680.29
2026-04-15T19:03:00.869Z,XAUUSD,88091.02,0,99680.29
